Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Credit Score,Insurance Duration,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount,Year,Day,Month_name
18.0,Male,1413.0,Married,0.0,Bachelor's,,28.41054531404346,Rural,Premium,3.0,822.0,2.0,Poor,No,Monthly,Apartment,1605.0,2020,8,March
49.0,Female,71021.0,Divorced,0.0,PhD,Unemployed,8.138860920343998,Suburban,Basic,,471.0,5.0,Poor,Yes,Daily,Condo,2065.0,2023,23,February
64.0,Male,27300.0,Married,4.0,Master's,Employed,28.4368109968968,Suburban,Basic,0.0,674.0,5.0,Poor,No,Weekly,House,1448.0,2023,21,April
60.0,Male,103744.0,Divorced,1.0,PhD,Unemployed,51.64116840833589,Suburban,Premium,2.0,828.0,9.0,Good,No,Daily,Apartment,28.0,2021,22,August
41.0,Female,5423.0,Divorced,2.0,Bachelor's,Self-Employed,5.914999497102236,Urban,Comprehensive,1.0,585.0,1.0,Poor,No,Rarely,House,245.0,2023,6,March
22.0,Female,45614.0,Married,2.0,High School,Unemployed,36.271837733704,Urban,Comprehensive,,,3.0,Average,No,Daily,House,827.0,2021,7,June
30.0,Female,9084.0,Divorced,0.0,Bachelor's,Unemployed,26.913903315042813,Rural,Premium,0.0,,6.0,Average,No,Rarely,Apartment,267.0,2021,12,May
42.0,Male,12061.0,Married,3.0,PhD,Self-Employed,24.083662639314536,Rural,Basic,1.0,623.0,1.0,Poor,No,Weekly,House,25.0,2021,18,December
32.0,Male,149586.0,Single,,Master's,,13.792823565687376,Urban,Premium,2.0,815.0,9.0,Good,Yes,Rarely,House,2835.0,2023,9,August
33.0,Male,142044.0,Divorced,2.0,Bachelor's,Employed,,Rural,Comprehensive,,621.0,4.0,,Yes,Rarely,Condo,676.0,2022,2,January
26.0,Male,94434.0,Single,3.0,Bachelor's,Self-Employed,36.42093619325161,Rural,Premium,2.0,834.0,8.0,,No,Weekly,Condo,564.0,2019,16,December
59.0,Female,50404.0,Single,4.0,Bachelor's,Self-Employed,6.175571465261824,Urban,Premium,1.0,399.0,4.0,Average,No,Daily,Condo,2740.0,2020,31,October
21.0,Male,17940.0,Divorced,,High School,Employed,36.026906311711045,Rural,Basic,0.0,608.0,1.0,Poor,No,Daily,Apartment,437.0,2023,21,February
23.0,Female,38981.0,Single,1.0,Bachelor's,Unemployed,26.88172633396444,Rural,Basic,1.0,647.0,5.0,Good,Yes,Rarely,House,684.0,2023,11,August
43.0,Female,7839.0,Married,2.0,High School,,35.054099068534875,Urban,Premium,,824.0,9.0,Good,Yes,Weekly,Condo,596.0,2024,15,April
56.0,Male,39766.0,Single,4.0,Bachelor's,Employed,20.8185572739028,Urban,Comprehensive,,846.0,4.0,Average,Yes,Rarely,Condo,661.0,2022,10,September
61.0,Male,42050.0,Divorced,,Master's,Employed,23.854807925973184,Urban,Premium,0.0,688.0,9.0,Good,No,Daily,Condo,724.0,2020,4,June
57.0,Female,6875.0,Divorced,,High School,Unemployed,13.958409629414437,Rural,Basic,,751.0,6.0,Average,Yes,Daily,Apartment,483.0,2022,16,March
50.0,Male,27950.0,Divorced,0.0,High School,,11.441827780589392,Urban,Basic,0.0,696.0,2.0,Poor,Yes,Weekly,House,1218.0,2022,3,January
18.0,Female,58533.0,Single,0.0,Master's,Self-Employed,19.82830556606524,Urban,Comprehensive,0.0,308.0,8.0,Poor,Yes,Rarely,Condo,27.0,2021,4,February
54.0,Female,34470.0,Single,2.0,PhD,Unemployed,27.57073672858231,Rural,Premium,0.0,612.0,5.0,Good,Yes,Daily,House,539.0,2021,11,April
39.0,Male,29098.0,Single,3.0,Bachelor's,Self-Employed,18.56426346087596,Suburban,Basic,,490.0,8.0,Good,Yes,Rarely,Apartment,1016.0,2020,26,October
34.0,Female,22659.0,Divorced,4.0,High School,Employed,7.06668714081406,Suburban,Basic,0.0,725.0,3.0,Average,No,Rarely,House,2092.0,2021,16,October
39.0,Female,,Married,0.0,Master's,Unemployed,,Urban,Basic,3.0,471.0,7.0,Good,Yes,Rarely,House,2718.0,2021,30,January
47.0,Female,23983.0,Married,3.0,Bachelor's,,18.53893545330514,Suburban,Comprehensive,,671.0,3.0,Poor,No,Monthly,Apartment,907.0,2022,5,October
26.0,Female,39079.0,Single,4.0,Master's,Unemployed,,Rural,Comprehensive,0.0,,9.0,Poor,Yes,Monthly,House,523.0,2020,27,November
59.0,Male,16870.0,Married,1.0,PhD,,20.817962606130724,Urban,Basic,1.0,,1.0,Poor,No,Monthly,House,1183.0,2023,30,June
40.0,Male,1288.0,Divorced,0.0,Master's,Employed,26.71071372706767,Rural,Premium,0.0,695.0,1.0,,Yes,Monthly,House,121.0,2021,22,April
50.0,Female,43885.0,Divorced,0.0,Bachelor's,,20.723660024380987,Rural,Comprehensive,1.0,565.0,1.0,Average,No,Rarely,Apartment,462.0,2019,4,October
25.0,Female,926.0,Married,1.0,PhD,Unemployed,,Suburban,Premium,0.0,,5.0,Good,No,Rarely,Condo,603.0,2021,11,October
52.0,Male,35659.0,Divorced,4.0,PhD,,13.749667895702888,Urban,Premium,,520.0,4.0,Good,Yes,Rarely,Condo,1107.0,2024,13,August
44.0,Female,93669.0,Single,3.0,Bachelor's,Unemployed,37.17453898426933,Rural,Premium,0.0,421.0,1.0,Poor,Yes,Daily,Condo,689.0,2023,27,May
50.0,Female,90711.0,Single,,PhD,,29.153848977304264,Urban,Basic,,545.0,1.0,Good,Yes,Monthly,House,394.0,2022,20,December
22.0,Male,,Married,1.0,PhD,Employed,22.486477248933863,Urban,Comprehensive,1.0,351.0,6.0,Good,Yes,Rarely,House,1691.0,2023,13,June
45.0,Male,28561.0,Divorced,4.0,Master's,Unemployed,38.09826504772825,Urban,Comprehensive,1.0,748.0,3.0,Average,Yes,Weekly,Condo,823.0,2023,8,June
58.0,Female,15642.0,Divorced,0.0,PhD,Self-Employed,20.444027192017707,Suburban,Basic,,519.0,2.0,Poor,Yes,Weekly,House,564.0,2024,6,June
31.0,Male,15186.0,Married,1.0,PhD,,31.697506667616764,Suburban,Premium,1.0,537.0,6.0,Good,Yes,Rarely,House,518.0,2023,19,July
42.0,Male,6868.0,Divorced,0.0,Bachelor's,,23.936952768136976,Urban,Premium,1.0,788.0,4.0,Average,No,Monthly,House,288.0,2021,5,December
64.0,Female,17495.0,Single,1.0,High School,Employed,30.165042247663887,Rural,Basic,1.0,791.0,9.0,Good,No,Rarely,Apartment,1057.0,2021,27,August
48.0,Female,113592.0,Divorced,2.0,PhD,,43.12160686089855,Urban,Premium,0.0,397.0,3.0,Average,Yes,Daily,Condo,645.0,2022,4,June
20.0,Female,16123.0,Single,4.0,High School,Unemployed,6.7723771565167805,Rural,Premium,0.0,,1.0,Poor,Yes,Rarely,Condo,1847.0,2023,22,August
43.0,Male,26981.0,Divorced,1.0,Master's,Unemployed,33.89275545697798,Suburban,Comprehensive,3.0,,4.0,Average,No,Weekly,Condo,1593.0,2020,8,December
39.0,Female,135370.0,,2.0,PhD,,21.61180810809748,Rural,Comprehensive,,818.0,9.0,Good,Yes,Daily,House,2019.0,2022,17,March
59.0,Male,52780.0,Divorced,0.0,Bachelor's,,9.122969850511042,Suburban,Comprehensive,0.0,786.0,5.0,Average,No,Weekly,Apartment,195.0,2020,2,June
44.0,Female,2907.0,,1.0,Master's,Self-Employed,19.07827004327888,Urban,Premium,2.0,557.0,3.0,Poor,Yes,Daily,House,362.0,2021,1,September
41.0,Male,50929.0,Married,0.0,High School,,43.13381011019649,Rural,Basic,2.0,446.0,4.0,Good,Yes,Daily,Apartment,792.0,2021,3,December
19.0,Female,44803.0,Divorced,,Master's,Employed,17.162815558817847,Rural,Comprehensive,0.0,463.0,8.0,Average,Yes,Weekly,Condo,683.0,2024,2,August
19.0,Female,119972.0,Single,,High School,Self-Employed,19.23255083139573,Urban,Basic,3.0,461.0,3.0,,Yes,Rarely,Apartment,553.0,2019,12,November
61.0,Male,58958.0,Single,3.0,High School,Employed,25.04951069895832,Urban,Premium,2.0,308.0,4.0,Poor,No,Weekly,Apartment,963.0,2022,10,April
60.0,Male,106484.0,Divorced,4.0,Bachelor's,,23.68460210235875,Rural,Premium,2.0,366.0,4.0,Good,No,Monthly,Condo,2610.0,2021,4,November
36.0,Male,1535.0,Divorced,0.0,Bachelor's,,,Suburban,Comprehensive,2.0,,8.0,Average,No,Rarely,Apartment,709.0,2022,14,June
32.0,Female,8252.0,Divorced,0.0,Bachelor's,,20.96787290892488,Suburban,Premium,,734.0,9.0,Good,Yes,Daily,Condo,736.0,2022,27,August
23.0,Male,81757.0,Divorced,4.0,PhD,Unemployed,34.18589504988419,Urban,Premium,,832.0,9.0,Good,Yes,Monthly,Apartment,244.0,2023,12,October
42.0,Male,51837.0,Divorced,4.0,PhD,Self-Employed,11.624608514232484,Rural,Basic,1.0,752.0,5.0,Poor,Yes,Daily,House,394.0,2021,9,January
40.0,Male,12726.0,Married,0.0,High School,Employed,29.239874156114265,Suburban,Comprehensive,,419.0,3.0,Average,No,Daily,Condo,1370.0,2022,7,September
,Female,35017.0,Married,2.0,PhD,,7.263930529476291,Urban,Comprehensive,,447.0,1.0,Good,No,Weekly,House,990.0,2021,16,March
41.0,Male,111281.0,Married,0.0,Bachelor's,,51.80287023462772,Suburban,Premium,1.0,456.0,6.0,Average,Yes,Rarely,Condo,514.0,2022,29,June
35.0,Female,32259.0,Single,2.0,High School,Self-Employed,47.14756850258737,Rural,Basic,0.0,480.0,5.0,Poor,Yes,Daily,Apartment,2143.0,2024,1,February
43.0,Male,47950.0,Married,1.0,Master's,,33.12495638409894,Suburban,Comprehensive,1.0,376.0,3.0,Poor,No,Daily,Apartment,1430.0,2019,2,December
63.0,Male,52886.0,Divorced,3.0,Bachelor's,,18.15394650251233,Urban,Comprehensive,0.0,668.0,9.0,Poor,No,Monthly,Condo,48.0,2022,8,March
39.0,Male,5055.0,Divorced,0.0,High School,Self-Employed,,Suburban,Premium,,534.0,2.0,Good,No,Rarely,House,992.0,2022,1,August
29.0,Female,82889.0,Married,4.0,Master's,,48.93337842017604,Suburban,Premium,2.0,582.0,3.0,Good,No,Rarely,Apartment,2935.0,2022,17,May
25.0,Male,39394.0,Single,1.0,PhD,,23.29159800929785,Suburban,Premium,2.0,641.0,5.0,Average,No,Monthly,Condo,233.0,2021,11,April
18.0,Male,143815.0,Married,4.0,Master's,,42.26176088415031,Rural,Basic,2.0,582.0,9.0,Average,Yes,Weekly,Condo,1854.0,2023,19,May
43.0,Male,18383.0,Married,3.0,Bachelor's,Employed,43.22000691144135,Suburban,Basic,,576.0,6.0,Good,No,Weekly,Apartment,1733.0,2019,18,November
21.0,Female,73667.0,Single,0.0,Master's,,7.658044721611244,Urban,Premium,0.0,320.0,4.0,Poor,No,Rarely,Condo,1720.0,2021,24,July
46.0,Female,7058.0,Divorced,4.0,Master's,Unemployed,24.744772893097576,Suburban,Comprehensive,,,2.0,Average,Yes,Weekly,House,3128.0,2021,24,October
64.0,Female,36758.0,Single,4.0,Bachelor's,Employed,32.86777459915449,Rural,Basic,1.0,591.0,4.0,Poor,No,Rarely,Condo,910.0,2023,4,March
58.0,Male,7054.0,Single,1.0,PhD,Employed,,Urban,Premium,1.0,676.0,2.0,Good,No,Daily,Apartment,1284.0,2020,18,December
57.0,Female,47098.0,Single,1.0,Master's,,21.89043048464029,Urban,Premium,3.0,,6.0,Average,No,Rarely,Condo,381.0,2024,28,April
35.0,Female,53517.0,Single,0.0,High School,Unemployed,12.824553310482536,Rural,Basic,,434.0,8.0,Good,No,Daily,Apartment,1089.0,2020,16,September
42.0,Female,3058.0,Divorced,2.0,Master's,,47.69404763901364,Rural,Premium,1.0,453.0,4.0,Poor,No,Rarely,Apartment,813.0,2020,28,September
62.0,Female,12595.0,Married,0.0,High School,Employed,17.959574199046116,Rural,Basic,0.0,,3.0,Good,Yes,Weekly,House,1065.0,2021,5,July
64.0,Female,53667.0,Single,3.0,Master's,Self-Employed,17.648744786068598,Urban,Comprehensive,1.0,434.0,4.0,Poor,No,Rarely,Condo,30.0,2020,2,July
46.0,Female,5857.0,Single,4.0,PhD,,36.92866539943087,Suburban,Comprehensive,1.0,519.0,3.0,Poor,No,Weekly,Condo,441.0,2023,16,June
46.0,Male,37055.0,Single,4.0,Master's,,22.94868780490961,Suburban,Basic,,633.0,8.0,Good,Yes,Weekly,House,365.0,2022,7,December
64.0,Male,36564.0,Divorced,3.0,PhD,,16.93911046021451,Suburban,Comprehensive,0.0,658.0,6.0,Average,No,Monthly,Condo,364.0,2020,18,January
56.0,Male,45437.0,Married,0.0,High School,Unemployed,44.69183645358362,Urban,Premium,,771.0,3.0,Good,Yes,Weekly,House,461.0,2022,17,March
25.0,Male,29862.0,Single,3.0,Master's,Employed,31.152824326152647,Urban,Comprehensive,1.0,,5.0,Poor,Yes,Weekly,Condo,998.0,2023,17,September
25.0,Male,33114.0,Married,4.0,Bachelor's,Unemployed,46.85567529141761,Suburban,Premium,0.0,,3.0,Good,No,Weekly,House,1476.0,2022,28,March
24.0,Male,20883.0,Divorced,0.0,Master's,Employed,20.91224516609147,Rural,Comprehensive,1.0,623.0,6.0,Average,Yes,Daily,House,1731.0,2022,27,January
44.0,Male,132264.0,Married,1.0,Bachelor's,Employed,25.8288031915771,Rural,Premium,,417.0,7.0,Good,No,Monthly,Condo,892.0,2020,18,November
54.0,Female,102234.0,Married,,Master's,Employed,34.31187970108234,Suburban,Premium,0.0,838.0,1.0,Average,Yes,Weekly,Apartment,391.0,2021,27,August
61.0,Male,74909.0,Divorced,3.0,Master's,,5.693478382393756,Suburban,Premium,2.0,636.0,4.0,Average,No,Daily,Apartment,3091.0,2019,3,December
54.0,Male,60561.0,Divorced,3.0,PhD,,14.82879837641434,Urban,Basic,2.0,642.0,2.0,Poor,No,Monthly,House,115.0,2021,24,October
58.0,Male,15585.0,Divorced,2.0,High School,Unemployed,42.4145451778274,Urban,Comprehensive,,466.0,1.0,Average,No,Monthly,Condo,724.0,2023,8,September
31.0,Female,55914.0,Divorced,3.0,High School,,25.845873838685502,Rural,Basic,2.0,483.0,1.0,,Yes,Daily,Apartment,2972.0,2023,4,July
28.0,Male,44691.0,Single,1.0,PhD,Unemployed,31.058934563442875,Suburban,Comprehensive,,755.0,3.0,Poor,No,Daily,Apartment,1175.0,2023,9,October
,Male,10104.0,Married,4.0,PhD,Unemployed,16.726374753782927,Rural,Basic,1.0,845.0,9.0,Average,No,Monthly,Condo,992.0,2020,12,April
55.0,Male,13285.0,Married,4.0,PhD,Employed,41.03955909164407,Urban,Comprehensive,2.0,838.0,3.0,Poor,No,Rarely,Apartment,444.0,2020,15,July
49.0,Male,107115.0,Married,3.0,Master's,,50.05490760739016,Rural,Premium,0.0,,7.0,,No,Weekly,Condo,27.0,2024,25,July
63.0,Male,2698.0,Single,2.0,PhD,Unemployed,10.878489972285651,Suburban,Basic,0.0,707.0,8.0,Good,Yes,Rarely,House,378.0,2023,28,December
38.0,Female,16076.0,Married,3.0,PhD,,13.123928845192662,Urban,Premium,1.0,541.0,6.0,Average,No,Rarely,Condo,695.0,2020,21,September
42.0,Male,617.0,Divorced,2.0,Bachelor's,Employed,10.839341160675732,Urban,Premium,0.0,495.0,6.0,Good,Yes,Weekly,Apartment,35.0,2022,21,May
52.0,Female,20292.0,Married,3.0,High School,Self-Employed,49.29251667968688,Suburban,Basic,0.0,,1.0,Good,No,Daily,Apartment,2573.0,2023,18,March
25.0,Male,3067.0,Married,,Master's,Unemployed,13.271603023370918,Rural,Premium,2.0,,4.0,Good,Yes,Rarely,Condo,1258.0,2024,21,March
55.0,Male,35075.0,Married,2.0,Master's,Unemployed,14.908008646361326,Urban,Basic,0.0,607.0,8.0,Good,No,Rarely,Apartment,1110.0,2023,3,April
59.0,Female,1325.0,Single,4.0,Bachelor's,Self-Employed,30.76483092174819,Rural,Basic,2.0,487.0,4.0,Poor,Yes,Rarely,Condo,33.0,2020,30,June
60.0,Female,72328.0,Single,1.0,PhD,,22.320023286734315,Rural,Basic,2.0,747.0,4.0,Poor,Yes,Rarely,Apartment,114.0,2020,14,November
36.0,Female,54420.0,Single,1.0,PhD,Unemployed,21.11016994884965,Urban,Basic,,431.0,2.0,Poor,Yes,Daily,Apartment,1672.0,2020,6,September
60.0,Female,66673.0,Married,4.0,High School,Unemployed,26.03876104246956,Urban,Comprehensive,1.0,521.0,1.0,Good,No,Daily,Apartment,255.0,2023,15,November
64.0,Female,35410.0,Divorced,,PhD,Self-Employed,5.980029365042191,Rural,Comprehensive,1.0,,2.0,Poor,No,Monthly,Condo,24.0,2020,7,December
35.0,Male,3572.0,Divorced,0.0,High School,Employed,22.914360886406985,Rural,Basic,2.0,808.0,9.0,Good,Yes,Weekly,House,803.0,2024,4,April
54.0,Female,82030.0,Divorced,,High School,,20.890952209018685,Suburban,Basic,1.0,376.0,9.0,Poor,No,Rarely,House,31.0,2020,26,November
40.0,Female,81554.0,Married,3.0,PhD,Unemployed,25.664712604657225,Suburban,Comprehensive,,369.0,6.0,Poor,No,Rarely,Condo,1139.0,2022,14,January
27.0,Female,25790.0,Married,0.0,Master's,,18.247716090131888,Urban,Comprehensive,2.0,538.0,4.0,Poor,Yes,Monthly,House,589.0,2021,26,December
54.0,Female,43813.0,Single,0.0,High School,Employed,25.812407218544,Suburban,Premium,2.0,578.0,9.0,Poor,Yes,Rarely,Apartment,1634.0,2020,17,August
53.0,Male,23961.0,Single,2.0,PhD,,23.959761101091463,Rural,Premium,0.0,563.0,7.0,Good,Yes,Rarely,Apartment,591.0,2021,9,June
28.0,Male,40862.0,Single,1.0,PhD,,41.92277015135925,Rural,Premium,0.0,523.0,8.0,Poor,Yes,Weekly,Condo,724.0,2020,25,March
34.0,Male,15274.0,Married,2.0,PhD,,32.00358317447194,Rural,Basic,,300.0,8.0,Average,Yes,Monthly,Apartment,898.0,2022,14,November
44.0,Female,6898.0,Single,4.0,Bachelor's,Employed,,Suburban,Premium,0.0,668.0,2.0,Average,Yes,Weekly,Apartment,2196.0,2020,17,September
34.0,Male,119639.0,Single,2.0,Bachelor's,,11.170787025209878,Urban,Comprehensive,0.0,807.0,9.0,Average,Yes,Monthly,Condo,112.0,2020,26,November
48.0,Male,24182.0,Married,0.0,Master's,Employed,47.03989023055768,Suburban,Comprehensive,,485.0,1.0,,Yes,Weekly,House,306.0,2020,16,July
39.0,Male,4766.0,Married,2.0,High School,,17.05995036171168,Urban,Comprehensive,2.0,,3.0,Poor,No,Weekly,Condo,932.0,2022,9,September
23.0,Male,1741.0,Single,,PhD,Self-Employed,39.25296779820363,Urban,Basic,0.0,,3.0,Poor,Yes,Daily,Apartment,2120.0,2019,20,December
63.0,Male,8092.0,Single,0.0,PhD,Employed,30.1537285304587,Urban,Premium,,621.0,8.0,Poor,Yes,Weekly,Condo,1201.0,2021,13,July
24.0,Female,34651.0,Single,1.0,PhD,Unemployed,26.539690942704368,Urban,Premium,,,6.0,Good,Yes,Monthly,Apartment,389.0,2024,13,February
44.0,Female,45153.0,Divorced,4.0,Master's,,44.04987639742418,Urban,Basic,0.0,838.0,1.0,Good,Yes,Daily,Condo,1146.0,2023,16,November
59.0,Female,22455.0,Divorced,0.0,PhD,Unemployed,6.296654746299633,Rural,Basic,,394.0,8.0,Average,Yes,Daily,Apartment,1603.0,2021,25,September
56.0,Male,71674.0,Married,0.0,PhD,,20.13191423057872,Urban,Comprehensive,1.0,831.0,1.0,Average,Yes,Weekly,Condo,3826.0,2023,1,June
24.0,Male,6042.0,Married,1.0,Master's,,15.849340486505822,Rural,Basic,1.0,727.0,1.0,Poor,Yes,Daily,Condo,645.0,2022,3,January
51.0,Male,5909.0,Divorced,1.0,Bachelor's,Self-Employed,49.41005153617464,Rural,Basic,0.0,651.0,4.0,Good,No,Rarely,House,489.0,2020,6,February
47.0,Male,55334.0,Single,0.0,Bachelor's,Unemployed,46.74087717035159,Suburban,Basic,2.0,502.0,3.0,Good,Yes,Weekly,Apartment,2514.0,2020,4,January
50.0,Female,38599.0,Divorced,1.0,Bachelor's,Unemployed,41.0917135880684,Urban,Comprehensive,0.0,723.0,8.0,Poor,Yes,Rarely,House,659.0,2022,17,December
21.0,Female,50616.0,Single,1.0,PhD,Employed,39.72789566488545,Urban,Comprehensive,1.0,343.0,3.0,Average,Yes,Rarely,Apartment,211.0,2021,20,March
32.0,Female,68635.0,Single,,Bachelor's,Employed,12.331298362780975,Urban,Basic,1.0,549.0,2.0,Average,Yes,Daily,Apartment,368.0,2021,21,July
23.0,Female,35330.0,Divorced,,Bachelor's,Unemployed,24.06089950398316,Urban,Comprehensive,,784.0,2.0,Good,Yes,Monthly,Condo,2051.0,2022,25,April
33.0,Female,66591.0,Married,2.0,Master's,Employed,6.31081511152076,Urban,Basic,,332.0,6.0,Good,Yes,Rarely,House,1101.0,2023,1,June
27.0,Male,33221.0,Divorced,,Master's,Employed,40.177827174763934,Urban,Premium,1.0,,2.0,Good,No,Daily,Apartment,589.0,2021,26,April
64.0,Female,39854.0,Single,4.0,Bachelor's,,14.287866970188809,Urban,Comprehensive,1.0,307.0,5.0,Good,No,Rarely,Condo,515.0,2021,31,December
59.0,Female,17892.0,Divorced,2.0,Master's,Unemployed,27.31754924271189,Urban,Basic,0.0,572.0,3.0,Poor,No,Monthly,Condo,1204.0,2024,19,March
48.0,Male,10489.0,Divorced,2.0,PhD,Unemployed,17.715183291756016,Urban,Premium,,,4.0,Good,No,Daily,Condo,773.0,2023,30,September
37.0,Male,83614.0,Single,0.0,Master's,,30.97790373541791,Rural,Comprehensive,0.0,445.0,1.0,Average,Yes,Rarely,Apartment,271.0,2023,12,April
52.0,Male,26862.0,Single,4.0,PhD,,35.89790789824167,Rural,Basic,1.0,,7.0,Poor,No,Daily,House,573.0,2022,17,January
55.0,Female,61185.0,Married,3.0,Bachelor's,,,Suburban,Comprehensive,,757.0,6.0,Poor,No,Weekly,Condo,2463.0,2022,28,October
48.0,Female,26263.0,Divorced,1.0,PhD,Unemployed,34.04042316267061,Suburban,Comprehensive,1.0,793.0,7.0,Average,No,Daily,Apartment,469.0,2020,21,June
53.0,Male,134049.0,Single,4.0,Master's,Unemployed,30.307399002689834,Rural,Premium,,342.0,3.0,Good,No,Daily,Apartment,394.0,2022,10,July
20.0,Female,104994.0,Divorced,0.0,PhD,,51.5919972141818,Suburban,Premium,0.0,649.0,2.0,Poor,No,Monthly,Condo,104.0,2020,14,October
18.0,Male,633.0,Single,4.0,PhD,Unemployed,32.13199525151544,Suburban,Comprehensive,,673.0,1.0,Poor,Yes,Monthly,Condo,2482.0,2019,8,December
18.0,Female,6504.0,Married,,Bachelor's,Employed,43.64097572550952,Rural,Premium,4.0,481.0,3.0,Average,Yes,Daily,Condo,534.0,2020,13,December
47.0,Female,52265.0,Single,3.0,High School,Self-Employed,8.350090472748176,Suburban,Basic,,839.0,7.0,Average,Yes,Rarely,House,50.0,2022,11,October
47.0,Female,44970.0,Married,0.0,Bachelor's,Self-Employed,12.98813536542836,Rural,Premium,0.0,640.0,7.0,Poor,Yes,Rarely,Condo,409.0,2022,11,November
48.0,Female,7082.0,Married,3.0,Bachelor's,,10.573967851874674,Suburban,Basic,0.0,686.0,7.0,Good,Yes,Weekly,House,2296.0,2022,19,September
21.0,Female,71204.0,Divorced,1.0,Bachelor's,Employed,22.183616394963863,Urban,Basic,,674.0,1.0,Average,Yes,Rarely,House,160.0,2022,13,April
46.0,Male,15556.0,Divorced,0.0,High School,,23.33589444798145,Suburban,Comprehensive,2.0,665.0,3.0,Poor,No,Rarely,Condo,1643.0,2021,30,December
,Male,26685.0,Divorced,3.0,High School,Unemployed,7.238837079267941,Suburban,Basic,0.0,,5.0,Average,Yes,Daily,Condo,681.0,2021,22,January
56.0,Female,78450.0,Single,4.0,PhD,Self-Employed,21.415218423425227,Suburban,Basic,1.0,,9.0,Good,Yes,Daily,House,320.0,2020,20,June
42.0,Male,12349.0,Single,4.0,PhD,Unemployed,36.59793052374587,Urban,Basic,0.0,503.0,4.0,Poor,Yes,Monthly,Condo,634.0,2019,3,December
40.0,Male,35644.0,Married,4.0,Bachelor's,,30.4445757879078,Suburban,Basic,1.0,781.0,9.0,Average,Yes,Daily,House,2058.0,2024,21,June
,Male,7864.0,Divorced,4.0,High School,Employed,41.382809842493,Rural,Basic,0.0,,4.0,Poor,Yes,Rarely,Condo,1338.0,2022,8,December
32.0,Male,44607.0,Married,4.0,Master's,Unemployed,36.61643720702895,Rural,Premium,1.0,745.0,9.0,Average,Yes,Monthly,House,2313.0,2022,11,November
43.0,Male,67554.0,Divorced,2.0,High School,Self-Employed,32.719300452889954,Rural,Basic,,789.0,7.0,Good,No,Daily,Condo,378.0,2024,13,May
23.0,Female,16886.0,Divorced,4.0,Bachelor's,,27.671233663485896,Suburban,Basic,,692.0,5.0,Good,Yes,Rarely,Condo,589.0,2024,11,February
60.0,Male,6991.0,Single,2.0,PhD,Unemployed,28.829056036022088,Rural,Premium,2.0,664.0,5.0,Poor,Yes,Weekly,Condo,632.0,2020,1,February
48.0,Female,877.0,Divorced,0.0,Master's,,,Rural,Basic,1.0,706.0,1.0,Good,Yes,Rarely,House,1403.0,2021,7,April
63.0,Male,3766.0,Single,3.0,High School,,20.70192004949103,Rural,Premium,0.0,688.0,8.0,Poor,No,Weekly,Apartment,68.0,2021,8,November
40.0,Female,17281.0,Divorced,3.0,High School,Unemployed,40.9244007497416,Urban,Comprehensive,,455.0,2.0,Average,Yes,Daily,Apartment,2622.0,2022,2,June
58.0,Female,441.0,Married,4.0,PhD,Unemployed,7.498438761030865,Rural,Basic,1.0,731.0,8.0,Good,Yes,Monthly,House,3375.0,2023,30,August
61.0,Male,18791.0,Divorced,3.0,Master's,Unemployed,25.927098705693265,Suburban,Basic,0.0,587.0,4.0,Average,Yes,Rarely,Apartment,587.0,2020,18,October
38.0,Female,9091.0,,0.0,Bachelor's,Self-Employed,35.11573604071463,Urban,Comprehensive,1.0,716.0,6.0,Poor,No,Monthly,Apartment,1244.0,2021,25,April
54.0,Male,272.0,Married,4.0,High School,Employed,29.845621439413943,Suburban,Comprehensive,1.0,668.0,4.0,Good,Yes,Weekly,House,272.0,2023,13,March
25.0,Female,16962.0,Single,,PhD,Employed,14.629869374679844,Suburban,Premium,0.0,497.0,8.0,Average,No,Rarely,Apartment,2073.0,2023,6,December
51.0,Female,121337.0,Single,3.0,Bachelor's,,38.17339841853741,Suburban,Premium,1.0,492.0,4.0,Poor,Yes,Daily,Apartment,34.0,2023,18,November
22.0,Female,13982.0,Divorced,0.0,Master's,Unemployed,7.53958872853384,Urban,Basic,0.0,545.0,1.0,Good,Yes,Weekly,House,781.0,2022,22,January
22.0,Female,35200.0,Single,1.0,High School,Employed,30.92750767323004,Rural,Premium,0.0,729.0,7.0,Good,Yes,Rarely,Condo,745.0,2021,28,April
41.0,Male,4541.0,Single,2.0,PhD,,17.144818284928363,Suburban,Comprehensive,2.0,749.0,8.0,Average,Yes,Rarely,Apartment,3944.0,2023,25,November
51.0,Female,17688.0,Divorced,2.0,Master's,Employed,29.016913410668604,Rural,Comprehensive,,,6.0,Good,No,Monthly,Condo,1736.0,2021,9,July
41.0,Male,25602.0,Single,1.0,Master's,Unemployed,16.23373105968808,Urban,Comprehensive,,849.0,6.0,Poor,Yes,Monthly,Apartment,828.0,2020,26,January
34.0,Female,136474.0,Divorced,0.0,High School,Self-Employed,17.86503876982239,Rural,Premium,0.0,,2.0,Poor,Yes,Weekly,House,236.0,2024,17,January
39.0,Female,8901.0,Married,1.0,PhD,Self-Employed,22.93578791961029,Suburban,Basic,,351.0,2.0,Average,No,Weekly,Condo,526.0,2023,29,October
